#Down SWR Down LWR Precipit  Air Tem  Windspe Pressure Spec Hum
#W m-2 W m-2 Kg m-2 s-1 K m s-1 Pa kg kg
  -4.9 314.2 0.00E+00 289.78  1.93  97140 0.01017
  -4.6 311.5 0.00E+00 288.59  1.81  97160 0.00981
  -4.7 309.5 0.00E+00 288.11  1.89  97170 0.00945
  -3.9 313.1 0.00E+00 287.27  1.61  97220 0.00934
  -3.4 310.0 0.00E+00 286.23  0.88  97270 0.00915
  -1.1 316.2 0.00E+00 285.43  1.37  97410 0.00893
  -0.2 329.0 0.00E+00 285.38  0.76  97410 0.00904
   0.0 320.2 0.00E+00 285.64  1.81  97490 0.00921
  -1.1 318.3 0.00E+00 286.03  2.09  97550 0.00934
  -1.4 320.9 0.00E+00 285.97  2.96  97620 0.00915
  28.5 312.7 0.00E+00 285.94  3.15  97710 0.00894
 240.5 313.8 0.00E+00 287.30  3.53  97750 0.00912
 375.2 318.3 0.00E+00 288.59  4.50  97760 0.00919
 470.3 325.2 0.00E+00 289.98  4.28  97800 0.00917
 624.2 325.9 0.00E+00 292.01  4.72  97830 0.00865
 786.0 333.8 0.00E+00 293.34  4.46  97830 0.00892
 742.4 335.6 0.00E+00 293.96  5.03  97830 0.00836
 474.7 348.5 0.00E+00 293.49  4.95  97800 0.00806
 558.3 353.1 0.00E+00 293.85  5.02  97810 0.00770
 222.6 363.2 0.00E+00 291.88  5.02  97890 0.00752
 156.7 356.7 0.00E+00 291.42  4.04  97920 0.00757
  52.1 338.6 0.00E+00 290.44  2.32  97990 0.00782
  11.0 329.8 0.00E+00 288.78  1.17  98030 0.00866
  -3.4 335.6 0.00E+00 287.07  1.28  98090 0.00904
  -4.3 301.9 0.00E+00 286.59  1.23  98150 0.00865
  -3.7 297.8 0.00E+00 284.95  1.54  98180 0.00799
  -3.6 286.8 0.00E+00 283.71  1.70  98250 0.00767
  -1.0 291.9 0.00E+00 283.00  1.31  98280 0.00738
  -0.1 309.0 0.00E+00 282.80  1.08  98360 0.00739
   0.0 321.4 0.00E+00 282.88  1.29  98360 0.00754
   0.0 321.1 0.00E+00 283.36  1.39  98330 0.00765
   0.0 316.0 0.00E+00 283.15  1.20  98350 0.00764
  -0.7 296.4 0.00E+00 282.55  1.51  98370 0.00734
  -1.7 275.4 0.00E+00 281.83  2.06  98420 0.00686
  45.1 272.7 0.00E+00 281.55  1.93  98470 0.00670
 223.4 275.5 0.00E+00 284.20  2.31  98490 0.00741
 421.9 284.5 0.00E+00 287.50  3.19  98460 0.00741
 600.7 297.4 0.00E+00 289.93  4.19  98440 0.00691
 738.4 301.7 0.00E+00 291.15  4.07  98430 0.00679
 821.7 305.8 0.00E+00 291.97  3.96  98400 0.00670
 840.9 309.5 0.00E+00 292.73  4.04  98360 0.00658
 793.9 310.8 0.00E+00 293.30  4.03  98320 0.00633
 672.7 312.8 0.00E+00 293.43  4.09  98290 0.00594
 561.9 317.8 0.00E+00 293.80  3.34  98270 0.00593
 365.9 308.2 0.00E+00 293.78  3.36  98210 0.00560
 165.2 304.8 0.00E+00 292.97  1.77  98190 0.00615
  14.5 297.5 0.00E+00 290.20  1.50  98170 0.00666
  -3.7 294.1 0.00E+00 287.49  1.60  98190 0.00670
  -3.9 292.3 0.00E+00 285.74  1.31  98200 0.00671
  -2.8 286.7 0.00E+00 284.58  0.74  98220 0.00667
  -1.6 285.9 0.00E+00 283.69  0.76  98230 0.00669
  -0.2 285.4 0.00E+00 283.35  0.57  98240 0.00663
  -0.3 284.4 0.00E+00 282.58  0.85  98230 0.00666
  -0.4 281.9 0.00E+00 281.13  0.95  98230 0.00648
  -0.1 294.2 0.00E+00 280.44  1.11  98200 0.00638
  -0.3 301.8 0.00E+00 280.08  0.73  98170 0.00630
  -0.5 306.4 0.00E+00 279.44  0.81  98150 0.00604
  -0.1 308.5 0.00E+00 278.37  0.55  98170 0.00561
  43.6 311.8 0.00E+00 278.68  0.60  98180 0.00573
 220.6 307.6 0.00E+00 283.37  1.12  98160 0.00769
 412.1 290.9 0.00E+00 287.26  1.65  98090 0.00853
 587.6 311.6 0.00E+00 291.31  2.36  98030 0.00899
 724.5 330.1 0.00E+00 295.39  3.21  97960 0.00913
 809.5 338.9 0.00E+00 297.53  3.67  97880 0.00929
 831.4 349.8 0.00E+00 299.46  4.56  97780 0.00943
 788.4 357.3 0.00E+00 300.62  4.69  97690 0.00992
 688.4 358.3 0.00E+00 300.94  5.41  97610 0.01038
 537.6 357.3 0.00E+00 300.94  5.38  97570 0.00976
 358.6 350.4 0.00E+00 300.60  5.29  97570 0.00850
 157.8 342.1 0.00E+00 299.39  4.11  97580 0.00850
  12.0 330.8 0.00E+00 295.60  2.48  97600 0.00892
  -4.9 318.9 0.00E+00 292.44  2.40  97640 0.00905
  -4.9 315.9 0.00E+00 291.19  2.59  97670 0.00881
  -4.9 318.0 0.00E+00 289.99  2.47  97670 0.00875
  -4.9 317.8 0.00E+00 288.84  2.26  97680 0.00894
  -4.8 318.4 0.00E+00 288.77  2.39  97670 0.00920
  -4.8 318.6 0.00E+00 288.88  1.89  97670 0.00931
  -4.8 320.1 0.00E+00 288.52  1.82  97680 0.00916
  -4.8 322.1 0.00E+00 287.95  1.89  97660 0.00916
  -4.5 324.8 0.00E+00 287.21  1.82  97650 0.00912
  -4.1 323.7 0.00E+00 287.12  1.95  97640 0.00924
  -3.3 323.0 0.00E+00 287.11  1.53  97650 0.00933
  40.9 319.8 0.00E+00 287.37  1.68  97660 0.00953
 204.0 323.8 0.00E+00 290.12  2.33  97670 0.01029
 393.8 337.7 0.00E+00 293.15  3.21  97650 0.01115
 570.1 346.7 0.00E+00 295.49  3.98  97620 0.01181
 707.2 355.6 0.00E+00 297.22  3.84  97580 0.01243
 790.0 364.7 0.00E+00 298.73  4.38  97500 0.01307
 811.0 375.1 0.00E+00 300.44  4.47  97420 0.01359
 749.5 381.5 0.00E+00 301.61  5.16  97320 0.01370
 671.1 379.4 0.00E+00 301.99  5.28  97260 0.01325
 523.5 374.9 0.00E+00 302.03  5.13  97220 0.01309
 337.9 377.3 0.00E+00 301.72  4.92  97210 0.01333
 141.6 373.9 0.00E+00 300.60  4.83  97190 0.01347
   9.3 370.2 0.00E+00 298.30  3.68  97210 0.01411
  -3.4 364.3 0.00E+00 296.57  3.15  97260 0.01411
  -0.8 388.8 0.00E+00 296.20  3.91  97310 0.01423
  -2.3 372.7 0.00E+00 296.02  4.39  97310 0.01427
  -2.4 373.0 0.00E+00 295.31  4.41  97300 0.01423
  -4.1 361.8 0.00E+00 294.39  3.91  97280 0.01411
  -3.4 367.2 0.00E+00 294.07  3.95  97240 0.01402
  -3.6 364.4 0.00E+00 294.04  4.39  97220 0.01381
  -4.3 358.9 0.00E+00 293.55  3.88  97160 0.01356
  -4.4 352.9 0.00E+00 293.34  4.49  97110 0.01336
  -4.5 346.6 0.00E+00 293.33  4.87  97080 0.01322
  -4.0 348.6 0.00E+00 292.88  4.39  97050 0.01302
  35.7 346.7 0.00E+00 291.96  4.53  97040 0.01273
 178.7 338.9 0.00E+00 292.96  5.48  97010 0.01279
 389.4 346.2 0.00E+00 294.91  5.99  96970 0.01316
 560.1 357.5 0.00E+00 296.90  6.49  96950 0.01346
 682.1 366.5 0.00E+00 298.61  7.21  96890 0.01363
 785.9 374.6 0.00E+00 300.38  7.30  96810 0.01386
 800.3 382.8 0.00E+00 301.88  7.21  96780 0.01367
 757.9 387.8 0.00E+00 302.69  7.44  96730 0.01390
 659.1 392.7 0.00E+00 304.27  7.30  96670 0.01331
 512.6 390.0 0.00E+00 305.02  7.90  96650 0.01167
 314.4 387.4 0.00E+00 304.71  7.38  96670 0.01144
  85.4 382.9 0.00E+00 302.72  6.40  96730 0.01265
   5.9 382.0 0.00E+00 300.98  6.71  96770 0.01396
  -1.4 386.2 0.00E+00 299.71  5.66  96870 0.01472
  -0.6 390.9 0.00E+00 298.81  6.23  96950 0.01499
  -0.7 377.5 0.00E+00 297.93  6.41  97000 0.01495
  -0.6 375.3 0.00E+00 297.21  6.86  97000 0.01498
  -0.3 402.6 0.00E+00 296.85  4.29  97200 0.01504
  -0.8 399.0 0.00E+00 296.57  3.56  97260 0.01503
  -1.7 377.4 0.00E+00 295.37  3.12  97220 0.01481
  -2.1 403.0 0.00E+00 292.87  3.17  97320 0.01264
  -2.4 379.3 0.00E+00 288.01  5.04  97420 0.00963
  -3.4 363.2 1.41E-04 285.29  5.13  97620 0.00887
   0.5 358.0 0.00E+00 284.22  4.74  97740 0.00839
   4.3 357.5 2.12E-04 283.68  4.68  97900 0.00808
  18.1 353.1 2.12E-04 283.41  4.75  97990 0.00793
  44.2 352.9 0.00E+00 283.26  4.58  98020 0.00784
  71.2 355.1 7.06E-05 283.29  4.17  98120 0.00785
 139.0 356.6 7.06E-05 283.81  5.44  98120 0.00785
 232.1 356.1 0.00E+00 284.86  5.49  98190 0.00760
 369.6 355.5 0.00E+00 285.98  4.77  98230 0.00752
 387.9 348.9 0.00E+00 287.27  5.73  98220 0.00719
 342.2 354.8 0.00E+00 287.45  6.07  98240 0.00692
 210.8 348.5 0.00E+00 286.54  5.73  98300 0.00654
 168.9 339.0 0.00E+00 286.36  5.11  98330 0.00641
  98.0 302.3 0.00E+00 285.64  3.56  98360 0.00618
   7.4 317.0 0.00E+00 284.80  2.65  98360 0.00611
  -4.9 265.3 0.00E+00 282.81  2.32  98400 0.00589
  -4.9 259.4 0.00E+00 280.71  1.16  98450 0.00577
  -4.7 258.0 0.00E+00 279.20  0.87  98460 0.00556
  -3.5 262.5 0.00E+00 278.68  0.89  98490 0.00539
  -1.8 274.0 0.00E+00 277.14  1.22  98540 0.00510
  -0.4 285.8 0.00E+00 276.76  1.26  98550 0.00499
  -0.2 288.5 0.00E+00 276.09  1.23  98550 0.00476
   0.0 291.9 0.00E+00 276.02  1.63  98550 0.00474
   0.0 298.3 0.00E+00 275.98  1.70  98540 0.00473
   0.0 297.7 0.00E+00 275.79  1.53  98560 0.00466
   0.0 304.9 0.00E+00 275.59  1.41  98540 0.00460
  29.8 309.4 0.00E+00 276.47  1.04  98560 0.00489
 224.2 301.1 0.00E+00 279.36  1.46  98560 0.00577
 411.5 260.9 0.00E+00 282.97  1.91  98530 0.00635
 593.3 273.1 0.00E+00 286.23  1.86  98530 0.00604
 732.2 282.5 0.00E+00 288.16  2.15  98480 0.00587
 816.5 290.6 0.00E+00 290.04  2.10  98420 0.00555
 834.6 296.6 0.00E+00 291.35  2.20  98340 0.00531
 792.5 300.8 0.00E+00 292.19  1.81  98250 0.00521
 687.5 302.8 0.00E+00 293.09  1.70  98180 0.00507
 530.4 302.1 0.00E+00 293.67  1.59  98100 0.00503
 340.6 301.6 0.00E+00 293.80  2.04  98080 0.00520
 134.4 297.2 0.00E+00 292.43  1.68  98090 0.00567
   5.1 291.6 0.00E+00 288.41  1.80  98150 0.00618
  -3.5 288.3 0.00E+00 285.83  1.85  98180 0.00610
  -2.8 285.3 0.00E+00 284.62  2.02  98210 0.00609
  -4.1 281.9 0.00E+00 283.67  2.14  98200 0.00616
  -4.7 278.7 0.00E+00 282.99  1.93  98190 0.00621
  -4.7 279.6 0.00E+00 282.65  1.62  98180 0.00620
  -4.6 275.1 0.00E+00 281.68  1.33  98190 0.00607
  -3.6 274.1 0.00E+00 280.79  1.23  98210 0.00598
  -1.5 274.6 0.00E+00 280.73  1.39  98210 0.00600
  -2.8 275.9 0.00E+00 279.97  1.32  98200 0.00581
  -0.7 280.0 0.00E+00 279.45  1.33  98200 0.00562
  -0.9 271.5 0.00E+00 279.10  0.92  98220 0.00548
  49.9 275.9 0.00E+00 279.41  1.30  98260 0.00567
 201.9 278.1 0.00E+00 283.15  1.89  98240 0.00671
 403.3 285.7 0.00E+00 286.80  3.76  98230 0.00677
 529.5 300.0 0.00E+00 290.33  3.95  98220 0.00669
 663.2 308.4 0.00E+00 292.45  4.77  98180 0.00617
 770.8 312.2 0.00E+00 293.61  4.90  98110 0.00591
 822.4 315.0 0.00E+00 294.48  4.76  98020 0.00573
 739.5 313.7 0.00E+00 294.99  4.84  97930 0.00568
 601.1 317.0 0.00E+00 295.12  5.03  97860 0.00548
 389.2 320.2 0.00E+00 294.61  5.04  97830 0.00548
 271.7 326.0 0.00E+00 294.15  4.50  97820 0.00563
  74.7 339.8 0.00E+00 292.97  3.40  97860 0.00586
   0.6 341.1 0.00E+00 290.58  2.10  97900 0.00627
  -3.4 327.0 0.00E+00 288.10  1.86  97940 0.00675
  -1.5 320.5 0.00E+00 287.82  2.11  97970 0.00706
  -4.1 312.8 0.00E+00 286.57  1.57  98000 0.00714
  -3.4 318.5 0.00E+00 285.27  1.78  97970 0.00719
   2.1 350.1 0.00E+00 286.27  1.87  97950 0.00747
  -0.8 351.5 0.00E+00 286.72  1.81  97870 0.00782
   0.1 357.0 0.00E+00 286.97  1.66  97820 0.00815
  -0.1 359.8 0.00E+00 286.92  1.63  97780 0.00842
  -3.4 350.9 0.00E+00 286.66  1.30  97740 0.00855
   3.0 368.8 0.00E+00 286.50  0.92  97740 0.00881
  -0.3 372.3 4.30E-03 286.52  2.73  97730 0.00951
   5.0 373.2 2.82E-04 286.41  1.63  97690 0.00969
  26.9 374.8 0.00E+00 286.56  1.28  97680 0.00979
  28.0 378.6 0.00E+00 287.11  1.19  97700 0.01014
 231.2 390.1 0.00E+00 287.70  1.37  97710 0.01054
 480.5 401.9 0.00E+00 290.03  1.24  97630 0.01152
 482.0 371.9 0.00E+00 291.16  1.89  97650 0.01136
 555.4 354.3 0.00E+00 292.90  2.22  97650 0.01057
 511.3 351.6 0.00E+00 293.81  1.59  97600 0.01053
 516.7 339.3 0.00E+00 294.68  1.26  97540 0.01059
 466.2 330.8 0.00E+00 295.54  1.42  97470 0.01022
 300.2 328.8 0.00E+00 295.67  2.15  97490 0.00966
 122.7 314.6 0.00E+00 294.55  1.58  97550 0.00884
   0.1 312.4 0.00E+00 291.88  0.41  97600 0.00860
  -4.2 311.2 0.00E+00 289.82  0.94  97670 0.00868
  -4.8 311.6 0.00E+00 287.58  1.14  97700 0.00849
  -2.9 300.1 0.00E+00 285.90  1.65  97740 0.00849
  -4.8 298.8 0.00E+00 284.79  1.43  97790 0.00817
  -1.9 318.9 0.00E+00 283.73  1.68  97810 0.00796
  -0.6 334.7 0.00E+00 284.62  1.39  97840 0.00824
  -0.4 330.8 0.00E+00 284.79  1.42  97830 0.00813
  -0.8 323.2 0.00E+00 285.24  2.22  97810 0.00822
  -3.6 298.0 0.00E+00 284.85  2.19  97840 0.00786
  -4.9 285.2 0.00E+00 283.37  1.62  97860 0.00739
  -3.7 281.7 0.00E+00 282.98  2.64  97890 0.00735
  33.5 279.9 0.00E+00 283.37  2.72  97930 0.00751
 195.8 282.5 0.00E+00 285.10  3.11  97960 0.00797
 391.1 287.1 0.00E+00 287.62  4.03  97980 0.00813
 532.5 297.7 0.00E+00 288.94  5.30  98010 0.00801
 622.3 324.6 0.00E+00 290.03  4.88  98020 0.00790
 636.3 337.2 0.00E+00 291.16  4.75  98000 0.00768
 628.0 335.7 0.00E+00 291.97  4.59  97970 0.00749
 692.2 321.6 0.00E+00 292.51  4.85  97930 0.00713
 666.3 325.5 0.00E+00 292.82  4.93  97890 0.00660
 509.8 303.6 0.00E+00 292.68  4.77  97880 0.00599
 331.1 295.9 0.00E+00 292.38  4.47  97900 0.00555
 126.0 289.6 0.00E+00 291.12  3.15  97920 0.00556
   2.7 283.1 0.00E+00 288.01  1.48  97960 0.00584
  -2.4 280.4 0.00E+00 285.81  1.04  98030 0.00579
  -1.5 275.9 0.00E+00 283.51  0.94  98070 0.00589
  -0.4 272.7 0.00E+00 282.22  0.84  98060 0.00587
  -1.5 268.1 0.00E+00 280.54  0.95  98020 0.00585
  -1.1 273.9 0.00E+00 279.14  0.88  98010 0.00558
  -0.6 279.5 0.00E+00 279.05  0.56  97990 0.00556
   0.0 286.4 0.00E+00 279.11  0.54  97980 0.00554
  -0.1 288.5 0.00E+00 278.55  1.11  97940 0.00545
  -0.6 281.9 0.00E+00 278.36  1.17  97900 0.00541
  -0.1 284.1 0.00E+00 278.24  1.04  97860 0.00544
  -0.5 289.3 0.00E+00 278.89  1.24  97830 0.00557
  30.6 292.7 0.00E+00 280.20  1.29  97750 0.00617
 185.4 295.8 0.00E+00 283.90  2.11  97710 0.00733
 360.6 310.9 0.00E+00 288.36  3.41  97630 0.00855
 462.4 337.7 0.00E+00 292.13  4.72  97530 0.00915
 605.7 347.6 0.00E+00 294.65  4.84  97440 0.00905
 762.5 347.0 0.00E+00 296.86  5.04  97320 0.01021
 780.6 356.8 0.00E+00 298.16  5.55  97180 0.01116
 736.4 365.9 0.00E+00 299.55  5.51  97040 0.01187
 635.1 363.3 0.00E+00 300.09  5.57  96930 0.01193
 485.1 361.7 0.00E+00 300.40  5.56  96850 0.01204
 301.2 359.5 0.00E+00 300.51  5.06  96820 0.01238
 107.0 361.0 0.00E+00 299.31  3.29  96850 0.01286
   1.4 355.2 0.00E+00 296.32  1.78  96830 0.01292
  -3.6 351.3 0.00E+00 292.98  1.64  96850 0.01239
  -0.5 353.2 0.00E+00 292.43  1.80  96880 0.01242
  -0.9 351.6 0.00E+00 291.82  1.58  96880 0.01236
  -1.0 348.1 0.00E+00 291.45  1.83  96870 0.01240
  -4.1 343.2 0.00E+00 290.43  1.65  96870 0.01215
  -4.7 336.8 0.00E+00 289.71  1.19  96870 0.01195
  -4.6 340.1 0.00E+00 288.66  0.97  96890 0.01130
  -4.5 349.9 0.00E+00 287.63  0.85  96910 0.01058
  -1.8 352.5 0.00E+00 286.10  1.84  96990 0.00957
   2.0 339.5 0.00E+00 287.83  4.30  97150 0.01016
  -2.6 299.1 0.00E+00 287.71  4.35  97340 0.00859
  10.4 290.7 0.00E+00 286.81  4.09  97500 0.00806
 186.6 289.9 0.00E+00 287.40  4.88  97590 0.00788
 383.1 286.8 0.00E+00 288.34  5.83  97700 0.00656
 559.1 291.8 0.00E+00 289.31  5.74  97840 0.00571
 698.4 297.4 0.00E+00 290.35  5.68  97910 0.00512
 777.4 302.6 0.00E+00 291.36  5.33  97940 0.00484
 801.2 303.2 0.00E+00 292.22  4.96  97960 0.00433
 759.7 304.9 0.00E+00 292.84  5.12  97910 0.00414
 651.1 307.3 0.00E+00 293.45  4.78  97880 0.00430
 488.2 304.6 0.00E+00 293.47  4.74  97900 0.00441
 299.6 301.3 0.00E+00 293.00  4.40  97940 0.00440
 124.1 292.4 0.00E+00 291.83  3.99  98010 0.00414
   1.0 280.3 0.00E+00 287.89  1.96  98070 0.00450
  -2.0 275.4 0.00E+00 285.57  1.59  98160 0.00462
  -1.6 274.0 0.00E+00 282.82  1.68  98250 0.00495
  -0.2 268.0 0.00E+00 281.44  1.56  98300 0.00493
  -0.2 269.4 0.00E+00 281.00  1.81  98360 0.00475
  -0.4 266.4 0.00E+00 279.90  2.12  98400 0.00466
  -0.1 263.2 0.00E+00 279.51  1.73  98420 0.00466
  -1.2 256.9 0.00E+00 277.81  1.58  98450 0.00468
  -1.2 260.7 0.00E+00 276.91  1.67  98450 0.00461
  -0.8 260.2 0.00E+00 276.51  1.55  98450 0.00457
  -0.6 256.9 0.00E+00 275.64  1.27  98460 0.00447
  -0.3 257.6 0.00E+00 275.73  1.17  98470 0.00443
  32.5 259.2 0.00E+00 275.12  0.71  98510 0.00439
 186.0 257.6 0.00E+00 279.10  0.62  98510 0.00531
 378.3 269.0 0.00E+00 283.99  0.81  98440 0.00573
 559.9 278.3 0.00E+00 286.67  2.06  98360 0.00527
 696.8 286.2 0.00E+00 288.58  2.56  98260 0.00506
 777.5 297.7 0.00E+00 290.71  2.91  98110 0.00493
 790.6 307.2 0.00E+00 292.08  2.72  98000 0.00465
 738.1 315.2 0.00E+00 293.19  3.80  97830 0.00481
 561.8 313.1 0.00E+00 293.49  4.57  97670 0.00491
 407.7 319.8 0.00E+00 294.02  4.09  97570 0.00503
 200.5 321.4 0.00E+00 293.38  3.46  97500 0.00522
 109.1 312.8 0.00E+00 293.01  3.27  97440 0.00544
  -2.4 301.7 0.00E+00 289.35  2.00  97450 0.00580
  -2.2 300.8 0.00E+00 286.99  1.97  97390 0.00589
  -0.7 301.7 0.00E+00 286.61  2.45  97330 0.00605
   0.0 319.3 0.00E+00 286.27  2.42  97270 0.00629
  -0.4 320.5 0.00E+00 287.39  3.09  97210 0.00635
  -1.0 311.6 0.00E+00 286.52  2.32  97140 0.00650
  -0.2 316.5 0.00E+00 285.32  2.16  97060 0.00663
  -0.4 323.8 0.00E+00 285.85  1.98  96990 0.00685
  -1.4 310.7 0.00E+00 286.72  2.77  96820 0.00730
  -3.5 303.8 0.00E+00 287.15  1.92  96790 0.00767
  -4.8 299.0 0.00E+00 285.55  1.61  96740 0.00765
  -1.4 321.4 0.00E+00 284.56  1.13  96740 0.00755
   8.5 340.3 0.00E+00 283.83  1.46  96760 0.00773
  54.8 344.2 0.00E+00 285.20  0.81  96740 0.00835
 154.9 346.1 0.00E+00 287.23  0.97  96750 0.00886
 260.5 344.0 0.00E+00 289.17  2.79  96860 0.00901
 490.1 337.0 0.00E+00 292.17  4.24  97010 0.00847
 721.7 335.0 0.00E+00 295.15  5.28  97010 0.00795
 803.4 337.2 0.00E+00 296.78  4.39  96910 0.00766
 482.0 356.2 0.00E+00 295.23  6.52  97000 0.00746
 340.2 354.2 0.00E+00 294.40  6.95  97050 0.00642
 304.9 335.8 0.00E+00 294.13  6.34  97090 0.00576
 259.3 309.5 0.00E+00 294.12  6.41  97110 0.00531
  87.6 299.5 0.00E+00 292.70  4.72  97170 0.00538
  -2.2 293.4 0.00E+00 289.56  2.57  97240 0.00558
  -3.9 287.3 0.00E+00 285.56  1.34  97310 0.00586
  -2.3 283.0 0.00E+00 283.46  1.44  97370 0.00587
  -1.4 278.3 0.00E+00 282.05  1.63  97410 0.00576
  -1.7 277.6 0.00E+00 281.29  1.67  97480 0.00574
  -2.0 276.2 0.00E+00 281.47  1.89  97510 0.00573
  -3.5 271.9 0.00E+00 280.61  1.49  97530 0.00562
  -2.9 269.0 0.00E+00 279.98  1.82  97550 0.00550
  -2.5 269.0 0.00E+00 280.33  1.91  97550 0.00551
  -3.6 268.5 0.00E+00 280.17  1.89  97560 0.00542
  -2.8 269.0 0.00E+00 280.20  2.20  97600 0.00541
  -0.8 281.8 0.00E+00 280.70  2.36  97620 0.00547
   5.8 330.4 0.00E+00 282.65  2.16  97670 0.00585
  86.6 304.8 0.00E+00 283.83  2.11  97680 0.00610
 325.8 282.4 0.00E+00 286.54  3.57  97700 0.00627
 559.5 291.1 0.00E+00 288.70  5.53  97710 0.00617
 550.3 330.2 0.00E+00 289.41  5.64  97730 0.00618
 447.9 332.6 0.00E+00 289.60  5.72  97750 0.00604
 680.3 329.6 0.00E+00 290.54  6.64  97750 0.00543
 590.4 330.8 0.00E+00 290.72  6.61  97720 0.00512
 349.1 316.1 0.00E+00 290.10  6.97  97750 0.00474
 308.8 312.2 0.00E+00 289.90  6.48  97800 0.00448
 244.4 311.5 0.00E+00 289.86  6.47  97850 0.00419
 103.0 294.1 0.00E+00 288.92  4.94  97900 0.00435
   0.0 276.7 0.00E+00 286.60  2.75  97960 0.00451
  -3.1 270.6 0.00E+00 283.60  1.45  98040 0.00463
  -0.1 267.5 0.00E+00 281.37  1.51  98110 0.00466
  -0.3 264.6 0.00E+00 279.57  1.66  98150 0.00467
   0.0 257.8 0.00E+00 278.21  1.57  98190 0.00466
  -0.5 259.8 0.00E+00 277.85  1.59  98250 0.00463
  -0.5 276.9 0.00E+00 277.24  1.24  98280 0.00473
  -2.9 258.1 0.00E+00 276.11  1.43  98320 0.00455
  -0.1 256.9 0.00E+00 276.35  1.80  98350 0.00459
  -0.6 254.2 0.00E+00 277.03  2.15  98360 0.00471
  -0.4 253.1 0.00E+00 276.75  2.35  98430 0.00470
  -0.6 254.0 0.00E+00 276.90  2.37  98490 0.00474
  25.4 251.9 0.00E+00 276.56  1.90  98550 0.00473
 171.6 260.2 0.00E+00 279.32  2.77  98600 0.00526
 382.8 264.8 0.00E+00 282.80  4.35  98610 0.00556
 557.3 268.9 0.00E+00 284.94  4.73  98620 0.00541
 624.9 295.6 0.00E+00 286.26  5.17  98600 0.00505
 624.3 296.6 0.00E+00 286.68  4.76  98580 0.00490
 717.9 299.2 0.00E+00 287.66  4.59  98530 0.00464
 582.3 309.9 0.00E+00 287.86  4.58  98490 0.00444
 572.6 302.5 0.00E+00 288.05  4.78  98450 0.00439
 400.0 300.5 0.00E+00 287.91  4.67  98460 0.00430
 332.2 290.6 0.00E+00 287.88  4.07  98450 0.00432
  95.5 270.3 0.00E+00 286.60  3.52  98490 0.00413
  -1.4 265.4 0.00E+00 282.54  1.61  98530 0.00437
   0.0 258.4 0.00E+00 280.61  1.87  98590 0.00432
   0.0 258.5 0.00E+00 279.76  1.62  98620 0.00429
  -0.1 254.2 0.00E+00 277.60  1.04  98630 0.00424
  -0.1 255.1 0.00E+00 276.12  1.37  98640 0.00416
   0.0 257.5 0.00E+00 275.80  1.05  98640 0.00414
  -0.3 254.1 0.00E+00 274.70  0.91  98640 0.00406
  -0.3 256.7 0.00E+00 274.06  0.94  98640 0.00398
   0.0 261.3 0.00E+00 273.80  1.16  98620 0.00395
  -0.1 257.3 0.00E+00 273.18  1.01  98660 0.00385
   0.0 268.0 0.00E+00 272.57  0.92  98690 0.00369
   0.1 277.9 0.00E+00 272.05  0.64  98720 0.00355
  27.5 294.5 0.00E+00 272.66  0.61  98770 0.00371
  64.1 311.9 0.00E+00 275.03  0.99  98760 0.00439
 111.6 316.3 0.00E+00 277.27  0.91  98780 0.00488
 206.0 322.9 0.00E+00 280.20  1.15  98790 0.00522
 153.2 331.0 0.00E+00 282.77  1.42  98760 0.00558
 110.2 336.1 0.00E+00 283.79  0.74  98730 0.00563
 147.2 340.7 0.00E+00 284.93  1.78  98680 0.00551
 126.7 345.2 0.00E+00 285.81  2.23  98620 0.00537
 129.9 345.5 0.00E+00 286.03  2.23  98620 0.00548
 105.8 346.0 0.00E+00 286.23  2.14  98600 0.00562
  80.8 344.9 0.00E+00 286.42  2.37  98590 0.00580
  21.9 340.7 0.00E+00 285.70  1.85  98610 0.00606
   0.3 341.1 0.00E+00 284.68  1.37  98680 0.00614
   0.0 341.8 0.00E+00 284.95  2.30  98750 0.00581
   0.0 335.4 0.00E+00 284.77  2.54  98830 0.00492
   0.0 329.0 0.00E+00 283.52  1.85  98930 0.00437
   0.0 316.0 0.00E+00 282.34  1.15  98980 0.00408
  -0.2 308.5 0.00E+00 280.83  0.95  99030 0.00418
  -1.5 261.8 0.00E+00 277.97  1.20  99070 0.00423
   0.0 281.8 0.00E+00 276.96  1.40  99070 0.00421
   0.0 268.3 0.00E+00 276.46  1.14  99050 0.00421
   0.0 278.1 0.00E+00 275.90  0.94  99030 0.00420
   0.0 293.7 0.00E+00 275.73  0.77  99030 0.00431
   0.0 309.0 0.00E+00 276.40  0.56  99020 0.00460
   2.7 314.5 0.00E+00 276.99  0.53  99060 0.00487
  30.9 315.9 0.00E+00 277.61  0.71  99100 0.00499
 117.1 313.0 0.00E+00 279.44  0.74  99140 0.00518
 102.9 319.8 0.00E+00 281.82  1.89  99170 0.00523
 135.0 317.0 0.00E+00 282.29  3.88  99190 0.00512
 323.7 316.5 0.00E+00 283.04  3.70  99150 0.00527
 587.3 285.8 0.00E+00 284.34  4.01  99090 0.00545
 741.3 277.4 0.00E+00 286.50  3.88  98970 0.00528
 628.2 280.2 0.00E+00 288.07  3.64  98900 0.00520
 469.5 285.8 0.00E+00 288.93  3.76  98830 0.00490
 251.8 286.2 0.00E+00 289.07  3.44  98820 0.00472
